HCH_012_041_000000	山東《禹貢》青、兗二州地。
HCH_012_041_001036	西南有黃尖山，蔚汾水所出。
HCH_012_041_001037	又北有二郎關、鹿徑嶺二巡檢司。
HCH_012_041_001038	興州西南。
HCH_012_041_001039	元興州。
HCH_012_041_001040	洪武二年降爲縣。
HCH_012_041_001041	八年十一月來屬。
HCH_012_041_001042	東北有石樓山。
HCH_012_041_001043	西濱大河，南有蔚汾水流入焉。
HCH_012_041_001044	又東有界河口、西南有孟家峪二巡檢司。
HCH_012_041_001045	保德州洪武七年降爲縣。
HCH_012_041_001046	八年十一月屬岢嵐州。
HCH_012_041_001047	九年正月復升爲州西濱大河。
HCH_012_041_001048	東北有得馬水巡檢司，後廢。
HCH_012_041_001049	東南距府五百里。
HCH_012_041_001050	平陽府元晉寧路，屬河東山西道宣慰司。
HCH_012_041_001051	洪武元年改爲平陽府。
HCH_012_041_001052	領州六，縣二十八。
HCH_012_041_001053	東北距布政司五百九十里。
HCH_012_041_001054	臨汾倚。
HCH_012_041_001055	西有姑射山。
HCH_012_041_001056	西南有平山，晉水、平水皆出於此，東流入於汾。
HCH_012_041_001057	襄陵府西南。
HCH_012_041_001058	西南有三隥山。
HCH_012_041_001059	東有汾水，南有太平關，有巡檢司。
HCH_012_041_001060	洪洞府北少東。
HCH_012_041_001061	東有九箕山。
HCH_012_041_001062	西有汾水。
HCH_012_041_001063	浮山府東少南。
HCH_012_041_001064	西有浮山。
HCH_012_041_001065	北有澇水，東南有潏水，下流俱入汾。
HCH_012_041_001066	趙城府北。
HCH_012_041_001067	元屬霍州。
HCH_012_041_001068	洪武三年改屬。
HCH_012_041_001069	西有羅雲山，又有汾水、霍水，自東南流入焉。
HCH_012_041_001070	太平府西南。
HCH_012_041_001071	元屬絳州。
HCH_012_041_001072	洪武二年改屬。
HCH_012_041_001073	東有汾水。
HCH_012_041_001074	岳陽府東北。
HCH_012_041_001075	東有沁水，流入澤州界。
HCH_012_041_001076	北有澗水。
HCH_012_041_001077	又南有赤壁水，西北流，會澗水入汾河。
HCH_012_041_001078	曲沃府南。
HCH_012_041_001079	元屬絳州。
HCH_012_041_001080	洪武二年改屬。
HCH_012_041_001081	南有紫金山，產銅。
HCH_012_041_001082	北有喬山。
HCH_012_041_001083	西有汾水。
HCH_012_041_001084	西南有澮水，下流入汾。
HCH_012_041_001085	翼城府東南。
HCH_012_041_001086	元屬絳州。
HCH_012_041_001087	洪武二年改屬。
HCH_012_041_001088	東南有澮高山，產銅，下有灤泉。
HCH_012_041_001089	又東有烏嶺山，澮水出焉。
HCH_012_041_001090	汾西府北，少西。
HCH_012_041_001091	西有青山，產鐵。
HCH_012_041_001092	東有汾水。
HCH_012_041_001093	蒲府西北。
HCH_012_041_001094	元屬隰州。
HCH_012_041_001095	洪武二年改屬。
HCH_012_041_001096	西有第一河，西流入大河。
HCH_012_041_001097	東有張村岔巡檢司。
HCH_012_041_001098	靈石府北。
HCH_012_041_001099	元屬霍州。
HCH_012_041_001100	萬曆二十三年五月改屬汾州府。
HCH_012_041_001101	四十三年還屬府。
HCH_012_041_001102	東有綿山，即介山也。
HCH_012_041_001103	城北有汾水，又東有谷水流入焉。
HCH_012_041_001104	又北有靈石口巡檢司。
HCH_012_041_001105	西南有陰地關，又有汾水關。
HCH_012_041_001106	蒲州元河中府。
HCH_012_041_001107	洪武二年改爲蒲州，以州治河東縣省入。
HCH_012_041_001108	中條山在東南，即雷首山也，又名首陽山，跨臨晉、聞喜、垣曲、平陸、芮城、安邑、夏縣、解州之境。
HCH_012_041_001109	又南有歷山。
HCH_012_041_001110	又大河自榆林折而南，經州城西，又經中條山麓，又折而東，謂之河曲。
HCH_012_041_001111	臨河有風陵關巡檢司。
HCH_012_041_001112	又東南有涑水，即絳水下流，又南有嬀汭水，俱注於大河。
HCH_012_041_001113	東北距府四百五十里。
HCH_012_041_001114	領縣五：臨晉州東北。
HCH_012_041_001115	東南有王官谷。
HCH_012_041_001116	西有大河。
HCH_012_041_001117	南有涑水。
HCH_012_041_001118	又西有吳王寨巡檢司。
HCH_012_041_001119	滎河州北少東。
HCH_012_041_001120	大河在城西，汾水至此入河。
HCH_012_041_001121	猗氏州東北。
HCH_012_041_001122	南有涑水。
HCH_012_041_001123	東南有鹽池。
HCH_012_041_001124	萬泉州東北。
HCH_012_041_001125	南有介山。
HCH_012_041_001126	河津州東北。
HCH_012_041_001127	西北有龍門山，夾河對峙，下有禹門渡巡檢司。
HCH_012_041_001128	汾水舊由滎河縣北睢丘入河，隆慶四年東徙，經縣西南葫蘆灘入河。
HCH_012_041_001129	解州洪武初，以州治解縣省入。
HCH_012_041_001130	南有檀道山，又有石錐山。
HCH_012_041_001131	東南有白徑嶺。
HCH_012_041_001132	南濱大河。
HCH_012_041_001133	東有鹽池。
HCH_012_041_001134	西北又有女鹽池。
HCH_012_041_001135	東北有長樂鎮巡檢司。
HCH_012_041_001136	東南有鹽池巡檢司。
HCH_012_041_001137	東北距府三百四十里。
HCH_012_041_001138	領縣五：安邑州東北。
HCH_012_041_001139	西有司鹽城。
HCH_012_041_001140	北有鳴條岡。
HCH_012_041_001141	又有涑水。
HCH_012_041_001142	西南有鹽池。
HCH_012_041_001143	南有聖惠鎮巡檢司。
HCH_012_041_001144	西南有西姚巡檢司。
HCH_012_041_001145	夏州東北。
HCH_012_041_001146	北有涑水。
HCH_012_041_001147	聞喜州東北。
HCH_012_041_001148	東南有湯山，產銅。
HCH_012_041_001149	南有涑水。
HCH_012_041_001150	又東北有乾河，又有董澤。
HCH_012_041_001151	平陸州東南。
HCH_012_041_001152	東北有虞山，一名吳山。
HCH_012_041_001153	又東有傅巖。
HCH_012_041_001154	南濱大河，中有底柱山。
HCH_012_041_001155	東有大陽津，上有關，亦曰茅津。
HCH_012_041_001156	有沙澗茅津渡巡檢司。
HCH_012_041_001157	又有白浪渡巡檢司。
HCH_012_041_001158	芮城州西南。
HCH_012_041_001159	大河南經縣，西折而東。
HCH_012_041_001160	東南有陌底渡巡檢司。
HCH_012_041_001161	西北有萬壽堡。
HCH_012_041_001162	東有襄邑堡。
HCH_012_041_001163	絳州洪武初，以州治正平縣省入。
HCH_012_041_001164	西北有九原山。
HCH_012_041_001165	南有汾水，澮水自東南流入焉。
HCH_012_041_001166	西有武平關。
HCH_012_041_001167	東北距府百五十里。
HCH_012_041_001168	領縣三：稷山州西。
HCH_012_041_001169	南有稷神山，又有汾水。
HCH_012_041_001170	絳州東南。
HCH_012_041_001171	東有太行山。
HCH_012_041_001172	東南有太陰山，又有陳村峪，涑水出焉，經聞喜、夏、安邑等縣，至蒲州入黃河。
HCH_012_041_001173	又西北有絳山，絳水出焉，西流入涑。
HCH_012_041_001174	又東南有教山，教水出焉，即乾河之源也。
HCH_012_041_001175	絳山產鐵。
HCH_012_041_001176	垣曲州東南。
HCH_012_041_001177	西北有折腰山，山有銅冶。
HCH_012_041_001178	又東北有王屋山。
HCH_012_041_001179	南濱河，西有清水流入焉。
HCH_012_041_001180	又北有乾河。
HCH_012_041_001181	西北有橫嶺背巡檢司。
HCH_012_041_001182	西南有留莊隘。
HCH_012_041_001183	霍州洪武初，以州治霍邑縣省入。
HCH_012_041_001184	東南有霍山，亦曰霍太山。
HCH_012_041_001185	西有汾水，又有霍水、彘水，俱出霍山，下流俱入汾。
HCH_012_041_001186	南距府百四十五里。
HCH_012_041_001187	吉州西有孟門山，大河所經。
HCH_012_041_001188	西南有壺口山。
HCH_012_041_001189	又烏仁關在西，平渡關在西北，俱有巡檢司。
HCH_012_041_001190	東距府二百七十里。
HCH_012_041_001191	領縣一：鄉寧州東南。
HCH_012_041_001192	西南有兩乳山。
HCH_012_041_001193	西有黃河。
HCH_012_041_001194	西北有龍尾磧巡檢司。
HCH_012_041_001195	隰州洪武初，以州治隰川縣省入。
HCH_012_041_001196	西有蒲水，南入大河。
HCH_012_041_001197	東北有廣武莊巡檢司。
HCH_012_041_001198	東南距府二百八十里。
HCH_012_041_001199	領縣二：大寧州西南。
HCH_012_041_001200	西濱大河。
HCH_012_041_001201	又東南有昕川，西注於河。
HCH_012_041_001202	西有馬鬥關，大河經其下，有巡檢司。
HCH_012_041_001203	永和州西。
HCH_012_041_001204	西濱大河。
HCH_012_041_001205	西北有永和關，有巡檢司。
HCH_012_041_001206	又有興德關。
HCH_012_041_001207	西南有鐵羅關。
HCH_012_041_001208	三關俱與陝西濱河爲界。
HCH_012_041_001209	汾州府元汾州，屬冀寧路。
HCH_012_041_001210	洪武九年直隸布政司。
HCH_012_041_001211	萬曆二十三年五月升爲府。
HCH_012_041_001212	領州一，縣七。
HCH_012_041_001213	東北距布政司二百里。
HCH_012_041_001214	汾陽倚。
HCH_012_041_001215	元曰西河。
HCH_012_041_001216	洪武初，省入州。
HCH_012_041_001217	萬曆二十三年五月復置，更名。
HCH_012_041_001218	東有汾水。
HCH_012_041_001219	又東北有文水，一名萬谷河，自文水縣東南流入焉。
HCH_012_041_001220	西有金鎖關、黃蘆嶺二巡檢司。
HCH_012_041_001221	教義府南少東。
HCH_012_041_001222	西北有狐岐山，勝水出焉，東流入汾。
HCH_012_041_001223	又縣南有雀鼠谷，與介休縣界，汾水自東北來經此。
HCH_012_041_001224	又西有溫泉鎮巡檢司。
HCH_012_041_001225	平遙府東。
HCH_012_041_001226	南有麓台山，一名蒙山，又名謁戾山。
HCH_012_041_001227	西有汾河。
HCH_012_041_001228	東有中都水，又有原祠水，合流注於汾河。
HCH_012_041_001229	又南有普同關巡檢司，後移於縣東北之洪善鎮。
HCH_012_041_001230	介休府東南。
HCH_012_041_001231	有介山，亦曰綿山。
HCH_012_041_001232	西有汾水，東有石洞水，西流入焉。
HCH_012_041_001233	東北有鄔城泊，與平遙、文水二縣界，即昭餘祁藪之餘浸也，或亦謂之蒿澤。
HCH_012_041_001234	東南有關子嶺鎮巡檢司。
HCH_012_041_001235	石樓府西少南。
HCH_012_041_001236	元屬晉寧路之隰州。
HCH_012_041_001237	萬曆四十年改屬。
HCH_012_041_001238	東南有石樓山。
HCH_012_041_001239	西有黃河，又有土軍川流入焉。
HCH_012_041_001240	又西北有上平關、西有永和關、東北有窟龍關三巡檢司。
HCH_012_041_001241	臨府西北。
HCH_012_041_001242	元臨州，屬冀寧路。
HCH_012_041_001243	洪武二年降爲縣。
HCH_012_041_001244	萬曆二十三年五月來屬。
HCH_012_041_001245	北濱黃河，東北有榆林河流入焉。
HCH_012_041_001246	西北有克狐寨巡檢司。
HCH_012_041_001247	永寧州元石州，屬冀寧路。
HCH_012_041_001248	洪武初，以州治離石縣省入。
HCH_012_041_001249	隆慶元年更名。
HCH_012_041_001250	萬曆二十三年五月來屬。
HCH_012_041_001251	大河在西。
HCH_012_041_001252	東有谷積山，下有石窟村，東川河出焉。
HCH_012_041_001253	北有赤堅嶺，一名離石山，離石水出焉，亦曰北川河，合流注於大河。
HCH_012_041_001254	又西有青龍流、北有赤堅嶺二巡檢司。
HCH_012_041_001255	又西有孟門關。
HCH_012_041_001256	東南距府百六十里。
HCH_012_041_001257	領縣一：寧鄉州南。
HCH_012_041_001258	東南有樓子台山。
HCH_012_041_001259	西有黃河。
HCH_012_041_001260	潞安府元潞州，屬晉寧路。
HCH_012_041_001261	洪武二年直隸行中書省。
HCH_012_041_001262	九年直隸布政司。
HCH_012_041_001263	嘉靖八年二月升爲潞安府。
HCH_012_041_001264	領縣八。
HCH_012_041_001265	西北距布政司四百五十里。
HCH_012_041_001266	長治倚。
HCH_012_041_001267	永樂六年，沈王府自瀋陽遷此。
HCH_012_041_001268	元上黨縣。
HCH_012_041_001269	洪武二年省入州。
HCH_012_041_001270	嘉靖八年二月復置，更名。
HCH_012_041_001271	東南有壺關山，舊置壺口關於山下。
HCH_012_041_001272	西南有潞水，即濁漳水，自長子縣流入，下流至河南臨漳縣，合清漳水。
HCH_012_041_001273	又西有藍水，東流與濁漳水合。
HCH_012_041_001274	長子府西少南。
HCH_012_041_001275	東南有羊頭山。
HCH_012_041_001276	西南有發鳩山，一名鹿谷山，濁漳水發源於此。
HCH_012_041_001277	西北有藍水，南有樑水，皆流入漳水。
HCH_012_041_001278	屯留府西北。
HCH_012_041_001279	西北有三峻山。
HCH_012_041_001280	又西南有盤秀山，藍水出乎其陽，絳水出乎其陰，下流俱合濁漳水。
HCH_012_041_001281	襄垣府北，少西。
HCH_012_041_001282	南有濁漳水。
HCH_012_041_001283	西北有小漳水，又有涅水，自武鄉縣流入界，合小漳水，下流入濁漳水。
HCH_012_041_001284	西有五贊山巡檢司。
HCH_012_041_001285	潞城府東北。
HCH_012_041_001286	西有三垂山。
HCH_012_041_001287	北有濁漳水，又有絳水，流合焉，謂之交漳。
HCH_012_041_001288	壺關府東北。
HCH_012_041_001289	南有趙屋嶺，西南有大峪嶺，俱產鐵。
HCH_012_041_001290	東南有羊腸板。
HCH_012_041_001291	西北有壺水，西入濁漳。
HCH_012_041_001292	黎城府東北。
HCH_012_041_001293	西北有濁漳水，東南入河南林縣界。
HCH_012_041_001294	東北又有清漳水，流入河南涉縣界。
HCH_012_041_001295	又東北有吾兒峪巡檢司。
HCH_012_041_001296	平順嘉靖八年二月以潞城縣青羊裏置，析黎城、壺關、潞城三縣地益之。
HCH_012_041_001297	東北有濁漳水。
HCH_012_041_001298	東南有虹梯關、玉峽關二巡檢司。
HCH_012_041_001299	大同府元在同路，屬河東山西道宣慰司。
HCH_012_041_001300	洪武二年爲府。
HCH_012_041_001301	領州四，縣七。
HCH_012_041_001302	南距布政司六百七十里。
HCH_012_041_001303	大同倚。
HCH_012_041_001304	洪武二十五年三月建代王府。
HCH_012_041_001305	北有方山。
HCH_012_041_001306	西北有雷公山。
HCH_012_041_001307	東有紇真山。
HCH_012_041_001308	又東北有白登山。
HCH_012_041_001309	又西有大河。
HCH_012_041_001310	又南有桑乾河，自馬邑縣流經此，其下流至蔚州入北直境，爲盧溝河。
HCH_012_041_001311	又西北有金河，又有紫河，皆流入大河。
HCH_012_041_001312	又西有武州山，武州川水出焉。
HCH_012_041_001313	又東有御河，一名如渾水，南有十里河流合焉，即武州川也，俗曰合河，南入於桑乾。
HCH_012_041_001314	北有威寧海子。
HCH_012_041_001315	又有孤店、開山、虎峪、白陽等口，俱在東北。
HCH_012_041_001316	又北有貓兒莊。
HCH_012_041_001317	懷仁府西南。
HCH_012_041_001318	西有清涼山，西南有錦屏山，舊皆有鐵冶。
HCH_012_041_001319	南有桑乾河。
HCH_012_041_001320	西南有偏嶺等口。
HCH_012_041_001321	渾源州南有恆山，即北嶽也，與北直曲陽縣界。
HCH_012_041_001322	東有五峯山。
HCH_012_041_001323	又南有翠屏山，滱水出焉，與嘔夷水合，下流爲唐河。
HCH_012_041_001324	又北有桑乾河。
HCH_012_041_001325	西南有渾源川，下流入桑乾河。
HCH_012_041_001326	又東有亂嶺關、南有瓷窯口、東南有峪口巡檢司。
HCH_012_041_001327	西北距府百三十里。
HCH_012_041_001328	應州洪武初，以州治金城縣省入。
HCH_012_041_001329	北有桑乾河。
HCH_012_041_001330	西有小石口巡檢司。
HCH_012_041_001331	東南有胡峪口巡檢司。
HCH_012_041_001332	南有茹越口巡檢司。
HCH_012_041_001333	又有北婁、大石等口，路通繁峙縣。
HCH_012_041_001334	北距府百二十里。
HCH_012_041_001335	領縣一：山陰州西南。
HCH_012_041_001336	北有桑乾水。
HCH_012_041_001337	朔州洪武初，以州治鄯陽縣省入。
HCH_012_041_001338	西南有翠峯山。
HCH_012_041_001339	西北有黃河。
HCH_012_041_001340	又南有灰河，下流入桑乾河。
HCH_012_041_001341	又西有武州，元屬大同路，洪武初省。
HCH_012_041_001342	北有沙淨口、西南有神池口二巡檢司。
HCH_012_041_001343	東北距府二百八十里。
HCH_012_041_001344	領縣一：馬邑州東，少北。
HCH_012_041_001345	西北有洪濤山，灅水出焉，俗名洪濤泉，即桑乾河上源也，至北直武清縣入海。
HCH_012_041_001346	東南有雁門關。
HCH_012_041_001347	又北有白陽。
HCH_012_041_001348	蔚州元屬上都路之順寧府。
HCH_012_041_001349	至大元年十一月升爲蔚昌府，直隸上都路。
HCH_012_041_001350	洪武二年仍爲州。
HCH_012_041_001351	四年來屬，以州治靈仙縣省入。
HCH_012_041_001352	東有九宮山，又有雪山。
HCH_012_041_001353	又東南爲小五臺山。
HCH_012_041_001354	北有桑乾水，東入北直保安州界。
HCH_012_041_001355	又北有壺流水，一名胡盧水，西南有滋水流入焉，下流入北直真定府界。
HCH_012_041_001356	東北有定安縣，元屬州，洪武初廢。
HCH_012_041_001357	西南有石門口，東南有神通溝鎮，東北有鴛鴦口、長寧鎮四巡檢司。
HCH_012_041_001358	又東有九宮口巡檢司，後移於州南黑石嶺。
HCH_012_041_001359	又東北有美峪口巡檢司，尋徙於董家莊。
HCH_012_041_001360	又有興寧口巡檢司。
HCH_012_041_001361	後移於北口關。
HCH_012_041_001362	西北距府三百五十里。
HCH_012_041_001363	領縣三：廣靈州西，少北。
HCH_012_041_001364	北有九層山。
HCH_012_041_001365	東南有豐水，即葫蘆河上源也。
HCH_012_041_001366	又西南有滋水。
HCH_012_041_001367	北有平嶺關巡檢司，後徙於縣西南之林關口。
HCH_012_041_001368	廣昌州東南。
HCH_012_041_001369	元曰飛狐，洪武初更名。
HCH_012_041_001370	東南有白石山。
HCH_012_041_001371	東有雕窠崖，舊有洞產銀。
HCH_012_041_001372	又桑乾河在北。
HCH_012_041_001373	唐河在南，即滱水也。
HCH_012_041_001374	又淶水在東，源出北崖古塔，與縣南之拒馬河合，東入北直淶水縣界。
HCH_012_041_001375	又紫荊關在東北，接北直易州界。
HCH_012_041_001376	倒馬關在南，接北直定州界。
HCH_012_041_001377	又飛狐關在北，今爲黑石嶺堡，與蔚州界。
HCH_012_041_001378	靈丘州西南。
HCH_012_041_001379	東南有隘門山，西北有槍峯嶺，即高是山也，嘔夷水出焉。
HCH_012_041_001380	又有枚回嶺，滋水出焉。
HCH_012_041_001381	澤州元澤州，屬晉寧路。
HCH_012_041_001382	洪武初，以州治晉城縣省入。
HCH_012_041_001383	二年直隸行中書省。
HCH_012_041_001384	九年直隸布政司。
HCH_012_041_001385	東南有馬牢山。
HCH_012_041_001386	南有太行山，山頂有天井關，關南即羊腸阪。
HCH_012_041_001387	又東北有丹水，南有白水流入焉，下流注於沁河。
HCH_012_041_001388	東南有柳樹店、南有橫望嶺二巡檢司。
HCH_012_041_001389	領縣四。
HCH_012_041_001390	西北距布政司六百二十里。
HCH_012_041_001391	高平州北少東。
HCH_012_041_001392	西北有仙公山，丹水出焉。
HCH_012_041_001393	又西南有空倉堡巡檢司。
HCH_012_041_001394	西北有長平關，又有磨磐寨。
HCH_012_041_001395	陽城州西。
HCH_012_041_001396	西南有析城山，南有王屋山，與垣曲縣及河南濟源縣界。
HCH_012_041_001397	東有沁河，又西北有濩澤水入焉。
HCH_012_041_001398	陵川州東北。
HCH_012_041_001399	西北有蒲水，西流入於丹水。
HCH_012_041_001400	南有永和隘巡檢司，後廢。
HCH_012_041_001401	沁水州西北。
HCH_012_041_001402	東有沁河。
HCH_012_041_001403	又西有蘆河，下流入於沁水。
HCH_012_041_001404	西北有東烏嶺巡檢司。
HCH_012_041_001405	沁州元屬晉寧路。
HCH_012_041_001406	洪武初，以州治銅鞮縣省入。
HCH_012_041_001407	二年直隸行中書省。
HCH_012_041_001408	九年直隸布政司。
HCH_012_041_001409	萬曆二十三年五月改屬汾州府，三十二年仍直隸布政司。
HCH_012_041_001410	西南有護甲山，涅水出焉。
HCH_012_041_001411	南有銅鞮山。
HCH_012_041_001412	正西有銅鞮水，有二流，一名小漳河，一名西漳河，下流入襄垣縣，合濁漳水。
HCH_012_041_001413	領縣二。
HCH_012_041_001414	西北距布政司三百十里。
HCH_012_041_001415	沁源州西少南。
HCH_012_041_001416	北有綿山，沁水出焉，經縣東，下流至河南修武縣入大河，行九百七十餘里。
HCH_012_041_001417	又北有綿上巡檢司。
HCH_012_041_001418	武鄉州東北。
HCH_012_041_001419	西有涅水，又西有武鄉水入焉。
HCH_012_041_001420	遼州元屬晉寧路。
HCH_012_041_001421	洪武初，以州治遼山縣省入。
HCH_012_041_001422	二年直隸行中書省。
HCH_012_041_001423	九年直隸布政司。
HCH_012_041_001424	東南有太行山，洺水所出，上有黃澤嶺，嶺有十八盤巡檢司。
HCH_012_041_001425	又東有清漳水，分二流，至東南交漳村而合，南入黎城縣界。
HCH_012_041_001426	又西北有遼陽水，流合清漳水。
HCH_012_041_001427	領縣二。
HCH_012_041_001428	西北距布政司三百四十里。
HCH_012_041_001429	榆社州西。
HCH_012_041_001430	西有榆水。
HCH_012_041_001431	西南有武鄉水。
HCH_012_041_001432	又西北有黃花嶺、馬陵關二巡檢司。
HCH_012_041_001433	和順州北。
HCH_012_041_001434	東有黃榆嶺，北有松子嶺，西有八賦嶺，俱有巡檢司。
HCH_012_041_001435	又清漳水在西北，松嶺水及八賦水、樑榆水俱流入焉。
HCH_012_041_001436	山西行都指揮使司本大同都衛，洪武四年正月置。
HCH_012_041_001437	治白羊城。
HCH_012_041_001438	八年十月更名。
HCH_012_041_001439	二十五年八月徙治大同府。
HCH_012_041_001440	二十六年二月領衛二十六，宣府左、右，萬全左、右，懷安五衛，改屬萬全都司。
HCH_012_041_001441	後領衛十四。
HCH_012_041_001442	朔州衛治州城，安東中屯衛寄治應州城。
HCH_012_041_001443	大同前衛洪武七年二月置，與行都司同城。
HCH_012_041_001444	大同後衛洪武二十五年八月置，與行都司同城，尋罷。
HCH_012_041_001445	二十六年二月復置，治行都司東，後仍徙行都司城。
HCH_012_041_001446	東有聚落城，天順三年築。
HCH_012_041_001447	嘉靖二年九月置聚落守禦千戶所於此，來屬。
HCH_012_041_001448	大同中衛洪武二十五年八月置，與行都司同城，後罷。
HCH_012_041_001449	大同左衛洪武二十五年八月置，與行都司同城。
HCH_012_041_001450	三十五年罷。
HCH_012_041_001451	永樂元年九月復置。
HCH_012_041_001452	七年徙治鎮朔衛城。
HCH_012_041_001453	大同右衛洪武二十五年八月置，與行都司同城。
HCH_012_041_001454	三十五年罷。
HCH_012_041_001455	永樂元年九月復置。
HCH_012_041_001456	七年徙治定邊衛城。
HCH_012_041_001457	鎮朔衛洪武二十六年二月置，屬行都司。
HCH_012_041_001458	永樂元年二月徙治北直薊州，直隸後軍都督府，而衛城遂虛。
HCH_012_041_001459	七年徙大同左衛來治。
HCH_012_041_001460	正統十四年又徙雲川衛來同治。
HCH_012_041_001461	東有雕嶺山。
HCH_012_041_001462	北有兔毛川，即武州川也。
HCH_012_041_001463	又西北有御河，自塞外流入，下流入於桑乾河。
HCH_012_041_001464	又北有鹽池。
HCH_012_041_001465	東北距行都司一百二十里。
HCH_012_041_001466	定邊衛洪武二十六年二月置，屬行都司。
HCH_012_041_001467	永樂元年二月徙治北直通州，直隸後軍都督府，而衛城遂虛。
HCH_012_041_001468	七年徙大同右衛來治。
HCH_012_041_001469	正統十四年又徙玉林衛來同治。
HCH_012_041_001470	西有大青山。
HCH_012_041_001471	東北有海子窊，兔毛川出焉，分爲二，其一東南流入左衛界，其一西北流自殺虎口出塞。
HCH_012_041_001472	又有南大河，經衛東南，合於兔毛川。
HCH_012_041_001473	東南距行都司一百九十里。
HCH_012_041_001474	陽和衛元白登縣，屬大同路。
HCH_012_041_001475	洪武初，縣廢。
HCH_012_041_001476	二十六年二月置衛。
HCH_012_041_001477	宣德元年徙高山衛來同治。
HCH_012_041_001478	北有雁門山，雁門水出焉。
HCH_012_041_001479	南有桑乾河。
HCH_012_041_001480	西南距行都司一百二十里。
HCH_012_041_001481	天成衛元天成縣，屬興和路。
HCH_012_041_001482	洪武四年五月改屬大同府，縣尋廢。
HCH_012_041_001483	二十六年二月置衛，後徙鎮虜衛來同治。
HCH_012_041_001484	桑乾河在南。
HCH_012_041_001485	南洋河在北，即雁門水也，東入宣府西陽和堡界。
HCH_012_041_001486	西南距行都司一百二十里。
HCH_012_041_001487	威遠衛正統三年三月以淨水坪置。
HCH_012_041_001488	南有大南山。
HCH_012_041_001489	西有小南山。
HCH_012_041_001490	又南有南大河，下流入於兔毛川。
HCH_012_041_001491	東距行都司一百八十里。
HCH_012_041_001492	平虜衛成化十七年置，與行都司同城。
HCH_012_041_001493	嘉靖中徙今治。
HCH_012_041_001494	西有小青山，又有黃河自東勝衛流入。
HCH_012_041_001495	北有南大河。
HCH_012_041_001496	西北有云內縣，本元雲內州，屬大同路，洪武五年廢。
HCH_012_041_001497	宣德中復置縣，屬豐州，正統十四年復廢。
HCH_012_041_001498	西北有平地縣，元屬大同路，亦洪武中廢。
HCH_012_041_001499	東北距行都司二百四十里。
HCH_012_041_001500	領千戶所一：井坪守禦千戶所成化二十年七月置。
HCH_012_041_001501	雲川衛洪武二十六年二月置，屬行都司。
HCH_012_041_001502	永樂元年二月徙治北直畿內，直隸後軍都督府。
HCH_012_041_001503	宣德元年還舊治，仍屬行都司。
HCH_012_041_001504	正統十四年徙治舊鎮朔衛城，與大同左衛同治，而衛城遂虛。
HCH_012_041_001505	東距行都司二百十里。
HCH_012_041_001506	玉林衛洪武二十六年二月置，屬行都司。
HCH_012_041_001507	永樂元年二月徙治北直畿內，直隸後軍都督府。
HCH_012_041_001508	宣德元年還舊治，仍屬行都司。
HCH_012_041_001509	正統十四年徙治舊定邊衛城，與大同右衛同治，而衛城遂虛。
HCH_012_041_001510	東有玉林山，玉林川出焉。
HCH_012_041_001511	東距行都司二百四十里。
HCH_012_041_001512	鎮虜衛洪武二十六年二月置，屬行都司。
HCH_012_041_001513	永樂元年二月徙治北直畿內，直隸後軍都督府。
HCH_012_041_001514	宣德元年還舊治，仍屬行都司。
HCH_012_041_001515	正統十四年徙治天成衛城，與天成衛同治，而衛城遂虛。
HCH_012_041_001516	東距行都司百十里。
HCH_012_041_001517	高山衛洪武二十六年二月置，屬行都司。
HCH_012_041_001518	永樂元年二月徙治北直畿內，直隸後軍都督府。
HCH_012_041_001519	宣德元年徙陽和衛城，與陽和衛同治，仍屬行都司，而衛城遂虛。
HCH_012_041_001520	嘉靖二年九月置高山守禦千戶所於此，屬大同前衛。
HCH_012_041_001521	東有高山。
HCH_012_041_001522	西有兔毛川。
HCH_012_041_001523	東距行都司三十里。
HCH_012_041_001524	宣德衛元宣寧縣，屬大同路。
HCH_012_041_001525	洪武中，縣廢。
HCH_012_041_001526	二十六年二月置宣德衛，後廢。
HCH_012_041_001527	東南距行都司八十里。
HCH_012_041_001528	東勝衛元東勝州，屬大同路。
HCH_012_041_001529	洪武四年正月，州廢，置衛。
HCH_012_041_001530	二十五年八月分置東勝左、右、中、前、後五衛，屬行都司。
HCH_012_041_001531	二十六年二月罷中、前、衛三衛。
HCH_012_041_001532	永樂元年二月徙左衛於兆直盧龍縣，右衛於北直遵化縣，直隸後軍都督府。
HCH_012_041_001533	三月置東勝中、前、後三千戶所於懷仁等處守禦，而衛城遂虛。
HCH_012_041_001534	正統三年九月復置，後仍廢。
HCH_012_041_001535	北有赤兒山。
HCH_012_041_001536	西有黃河。
HCH_012_041_001537	西北有黑河，源出舊豐州之官山，西流入雲內州界，又東經此入於黃河。
HCH_012_041_001538	又有兔毛川，亦入於黃河。
HCH_012_041_001539	又有紫河，源出舊豐州西北之黑峪口，下流至雲內州界，入於黑河。
HCH_012_041_001540	又西有金河泊，上承紫河，下流亦入於黃河。
HCH_012_041_001541	西北有豐州，元屬大同路，洪武中廢，宣德元年復置；正統中內徙，復廢。
HCH_012_041_001542	又有淨州路，元直隸中書省，亦洪武中廢。
HCH_012_041_001543	西距行都司五百里。
HCH_012_041_001544	領千戶所五：失寶赤千戶所、五花城千戶所、幹魯忽奴千戶所、燕只千戶所、甕吉刺千戶所，俱洪武四年正月置。
